"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"1400000US42003470501","Census Tract 4705.01, Allegheny County, Pennsylvania","2054","136","65592","3056","64.2","5.5","54063","13707","0.7","1.3","-","**","0.0","1.1","-","**","29.1","5.8","76184","15446","0.0","1.1","-","**","0.0","1.1","-","**","6.0","3.8","95136","30001","0.7","1.3","-","**","63.5","5.7","53625","13534","1.8","1.7","-","**","52.6","5.7","73808","8339","23.1","5.6","58859","25508","22.5","4.4","29757","12090","780","118","75479","8810","56.3","12.7","66995","20009","43.7","12.7","82986","28158","72.1","13.2","80083","13705","19.5","12.1","53250","28850","8.5","7.6","-","**","1274","163","49769","22605","41.9","8.5","35464","12146","40.8","8.6","35214","13541","1.1","1.9","-","**","58.1","8.5","64017","6999","50.7","9.0","62743","14510","7.4","4.9","111466","24922","14.4","(X)","(X)","(X)","20.9","(X)","(X)","(X)","10.4","(X)","(X)","(X)",
"1400000US42003470502","Census Tract 4705.02, Allegheny County, Pennsylvania","1303","49","74574","6528","96.2","3.5","75846","6720","2.2","3.0","-","**","0.0","1.7","-","**","0.8","1.2","-","**","0.0","1.7","-","**","0.0","1.7","-","**","0.8","1.1","-","**","1.0","1.3","-","**","95.2","3.8","75956","6789","2.2","3.0","-","**","20.6","5.1","116250","47864","42.0","6.3","77083","43896","35.2","5.6","51414","6501","883","91","102664","19148","33.2","5.5","102550","21558","66.8","5.5","102885","39490","88.7","6.3","105893","15155","10.9","6.0","54063","35187","0.5","0.8","-","**","420","90","32000","13046","57.1","15.3","24397","13518","50.7","15.0","23233","6194","6.4","6.3","43472","7899","42.9","15.3","51111","23545","37.9","13.9","43438","28245","5.0","5.5","-","**","29.9","(X)","(X)","(X)","28.3","(X)","(X)","(X)","33.1","(X)","(X)","(X)",
"1400000US42003470600","Census Tract 4706, Allegheny County, Pennsylvania","1471","96","48893","6398","96.2","2.5","48607","6610","2.8","2.2","-","**","0.0","1.5","-","**","0.7","1.1","-","**","0.0","1.5","-","**","0.0","1.5","-","**","0.3","0.4","-","**","0.6","0.9","-","**","95.6","2.6","48286","6761","3.9","3.8","78257","40309","33.3","6.3","55938","12320","38.8","5.3","50170","12301","24.0","3.6","29063","8166","856","107","55938","8923","44.2","7.0","50648","16858","55.8","7.0","64310","11235","52.1","9.4","73542","6998","35.6","8.7","42656","16760","12.3","6.4","43472","23879","615","100","31304","4037","42.6","10.9","21500","8763","40.2","10.6","19911","6733","2.4","2.9","-","**","57.4","10.9","41397","14477","40.0","12.0","30476","11854","17.4","8.2","77528","10878","31.5","(X)","(X)","(X)","23.9","(X)","(X)","(X)","38.7","(X)","(X)","(X)",
"1400000US42003471000","Census Tract 4710, Allegheny County, Pennsylvania","644","34","43333","8299","97.4","2.1","43125","8173","1.6","1.4","63333","15246","0.0","3.4","-","**","1.1","1.8","-","**","0.0","3.4","-","**","0.0","3.4","-","**","0.0","3.4","-","**","2.3","3.1","-","**","95.5","3.5","43958","9553","2.3","1.7","-","**","34.0","4.2","51285","2567","38.7","4.0","44125","11738","25.0","2.9","31625","5690","293","35","52228","4827","39.2","6.9","51250","7807","60.8","6.9","54583","11444","69.6","9.1","56111","5979","25.3","8.8","42708","11646","5.1","3.5","44688","33048","351","42","33125","7187","56.4","8.8","30000","7509","43.0","8.1","28050","9852","13.4","6.4","66563","34554","43.6","8.8","41250","18368","37.0","8.6","31786","17582","6.6","3.2","69063","10314","22.2","(X)","(X)","(X)","26.6","(X)","(X)","(X)","18.5","(X)","(X)","(X)",
"1400000US42003472100","Census Tract 4721, Allegheny County, Pennsylvania","1197","65","49309","7744","94.3","4.0","49901","8151","2.5","2.9","-","**","0.0","1.9","-","**","1.2","1.4","-","**","0.0","1.9","-","**","0.0","1.9","-","**","2.0","2.2","-","**","2.6","2.7","167578","141455","93.7","4.2","49638","7936","8.0","4.4","40761","16716","38.1","6.8","56667","11224","37.2","4.8","58295","23318","16.7","4.7","23833","18981","544","79","67500","13688","37.3","8.4","56366","12880","62.7","8.4","74659","10881","76.5","9.9","83214","13388","20.6","9.2","40326","10719","2.9","3.9","-","**","653","103","37218","12473","49.0","11.0","29457","8966","42.6","10.1","26667","6049","6.4","4.6","77857","18474","51.0","11.0","43832","6861","40.1","10.6","43205","10402","10.9","6.6","-","**","27.7","(X)","(X)","(X)","29.2","(X)","(X)","(X)","26.3","(X)","(X)","(X)",
"1400000US42003472200","Census Tract 4722, Allegheny County, Pennsylvania","1043","61","76094","4243","96.4","2.7","76942","3632","1.6","1.7","-","**","0.3","0.5","-","**","1.1","1.7","-","**","0.0","2.1","-","**","0.0","2.1","-","**","0.7","1.1","-","**","0.0","2.1","-","**","96.4","2.7","76942","3632","4.3","3.5","10795","9739","46.0","6.0","82368","11421","30.3","4.5","79400","8039","19.4","5.2","28542","7546","532","78","81579","5733","29.9","8.4","84875","11165","70.1","8.4","78942","7300","76.5","12.6","84856","9047","13.3","8.2","47321","46855","10.2","8.5","79063","21857","511","81","46094","16140","47.2","11.4","27292","21798","35.0","10.6","19028","13148","12.1","8.9","150078","105298","52.8","11.4","66711","31023","33.3","11.2","43190","11081","19.6","12.2","86136","24631","22.6","(X)","(X)","(X)","27.8","(X)","(X)","(X)","17.2","(X)","(X)","(X)",
"1400000US42003472300","Census Tract 4723, Allegheny County, Pennsylvania","945","57","46193","9330","94.5","3.2","45625","8762","1.9","2.3","-","**","0.7","0.8","-","**","0.0","2.3","-","**","0.0","2.3","-","**","0.6","0.9","-","**","2.2","1.8","-","**","1.7","1.5","-","**","93.4","3.3","46193","8862","6.9","4.3","32083","4127","41.9","6.1","58750","3171","35.0","6.2","40298","14427","16.2","2.9","32596","20704","404","55","60833","9221","33.9","6.5","42679","18842","66.1","6.5","69453","11733","67.3","9.7","71731","17734","25.0","8.7","43438","11103","7.7","5.4","35729","2055","541","74","32137","5250","50.1","10.6","29327","2614","38.1","11.3","27571","12342","12.0","5.3","53839","25250","49.9","10.6","37708","15973","35.3","11.3","35972","8857","14.6","7.9","60179","44124","16.8","(X)","(X)","(X)","20.5","(X)","(X)","(X)","14.0","(X)","(X)","(X)",
"1400000US42003472400","Census Tract 4724, Allegheny County, Pennsylvania","765","52","78886","3795","96.3","2.5","78940","3708","0.8","1.1","-","**","0.0","2.9","-","**","2.9","2.4","-","**","0.0","2.9","-","**","0.0","2.9","-","**","0.0","2.9","-","**","0.0","2.9","-","**","96.3","2.5","78940","3708","2.1","1.9","123750","66526","35.3","4.6","85833","11138","40.1","4.7","84375","11998","22.5","3.8","45000","15588","548","47","85882","6705","40.7","6.2","91806","16698","59.3","6.2","79267","3844","70.8","7.7","85556","9300","23.0","6.6","88235","9552","6.2","4.0","75357","31913","217","48","33906","16632","49.8","14.4","30833","21210","38.7","14.7","17167","15578","11.1","12.9","-","**","50.2","14.4","39107","21496","45.2","13.7","34688","15697","5.1","5.2","-","**","29.5","(X)","(X)","(X)","25.4","(X)","(X)","(X)","40.1","(X)","(X)","(X)",
"1400000US42003473100","Census Tract 4731, Allegheny County, Pennsylvania","2077","134","73407","13296","93.2","4.1","74069","13022","0.6","0.9","-","**","0.0","1.1","-","**","3.2","2.2","-","**","0.0","1.1","-","**","2.0","3.2","-","**","1.1","1.0","-","**","2.8","3.3","-","**","90.4","5.0","72623","11703","2.4","2.9","-","**","36.1","6.2","82730","29201","33.2","5.8","117411","48071","28.4","5.2","44042","36255","1006","95","120333","34273","56.2","7.4","149250","60698","43.8","7.4","118567","34799","86.7","7.2","144107","38702","10.7","6.7","34779","13893","2.6","2.9","-","**","1071","159","39509","16766","51.0","11.1","25333","9554","43.0","11.2","25521","8944","7.9","7.8","-","**","49.0","11.1","53250","10438","46.3","11.4","53364","9750","2.7","3.1","-","**","31.2","(X)","(X)","(X)","40.7","(X)","(X)","(X)","22.4","(X)","(X)","(X)",
"1400000US42003473200","Census Tract 4732, Allegheny County, Pennsylvania","1534","86","55833","14724","92.2","4.3","65640","16815","1.5","1.8","-","**","0.0","1.5","-","**","5.1","3.5","-","**","0.0","1.5","-","**","1.2","1.8","-","**","0.0","1.5","-","**","1.7","2.0","-","**","91.7","4.4","65843","16250","0.0","1.5","-","**","32.7","4.0","71354","31319","32.3","3.5","85912","11392","35.1","4.1","33800","8534","753","90","108125","19802","44.0","6.7","101250","45089","56.0","6.7","109583","19050","77.7","8.0","126750","19307","17.4","6.7","32841","21115","4.9","4.0","-","**","781","106","36313","6839","56.2","8.3","31599","4907","53.5","8.0","30988","5048","2.7","2.6","-","**","43.8","8.3","39815","5507","42.6","8.5","39398","4554","1.2","1.7","-","**","19.2","(X)","(X)","(X)","22.4","(X)","(X)","(X)","15.0","(X)","(X)","(X)",
"1400000US42003473300","Census Tract 4733, Allegheny County, Pennsylvania","2254","108","85330","22976","98.9","1.2","81667","21622","0.0","1.0","-","**","0.0","1.0","-","**","0.5","0.8","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.5","0.9","-","**","0.6","1.0","-","**","98.4","1.8","85071","23810","0.6","1.0","-","**","28.3","4.3","97578","19994","37.5","4.7","105913","12739","33.6","3.8","40273","12602","1518","112","105096","14288","48.4","6.7","104966","14566","51.6","6.7","110375","25627","83.9","5.2","118689","11253","10.9","4.1","68654","41267","5.1","3.9","28309","26425","736","128","36979","18699","64.0","11.4","33083","19199","58.7","11.5","29844","12206","5.3","5.3","78365","53442","36.0","11.4","47159","25152","31.9","11.8","43625","30090","4.1","4.8","-","**","28.9","(X)","(X)","(X)","25.5","(X)","(X)","(X)","35.9","(X)","(X)","(X)",
"1400000US42003473401","Census Tract 4734.01, Allegheny County, Pennsylvania","1550","82","66848","14727","96.1","3.5","67391","19182","0.0","1.4","-","**","0.3","0.4","-","**","3.6","3.5","-","**","0.0","1.4","-","**","0.0","1.4","-","**","0.0","1.4","-","**","0.0","1.4","-","**","96.1","3.5","67391","19182","3.5","2.4","55313","30387","30.7","5.8","63269","9098","45.3","6.3","114056","9446","20.5","3.6","42955","11682","935","94","112386","12170","55.2","7.3","110682","23828","44.8","7.3","112993","15656","78.2","7.9","125547","39069","18.6","8.1","40833","32902","3.2","2.7","-","**","615","113","42760","15850","47.0","10.5","29856","14863","42.8","10.1","28606","9541","4.2","3.2","44412","24813","53.0","10.5","55000","21504","43.9","10.7","46250","30436","9.1","7.0","-","**","29.0","(X)","(X)","(X)","31.6","(X)","(X)","(X)","25.2","(X)","(X)","(X)",
"1400000US42003473402","Census Tract 4734.02, Allegheny County, Pennsylvania","1530","76","97841","12862","94.8","3.0","95625","16035","0.5","0.6","-","**","0.0","1.5","-","**","4.3","3.0","114286","10228","0.0","1.5","-","**","0.0","1.5","-","**","0.4","0.6","-","**","0.3","0.5","-","**","94.5","3.1","95417","16108","0.0","1.5","-","**","29.8","5.0","103017","13476","40.5","4.9","121597","21237","29.7","4.1","65388","14168","1029","89","125885","7414","43.5","5.0","143833","21270","56.5","5.0","114673","15487","88.3","4.1","130388","12472","10.5","4.1","46875","26752","1.2","1.3","-","**","501","85","47188","9594","62.7","11.4","45875","10398","55.9","12.1","44737","12244","6.8","5.4","99750","26165","37.3","11.4","60694","30968","29.1","11.3","-","**","8.2","6.5","102560","67004","23.9","(X)","(X)","(X)","19.8","(X)","(X)","(X)","32.1","(X)","(X)","(X)",
"1400000US42003473500","Census Tract 4735, Allegheny County, Pennsylvania","1321","42","126960","9778","98.1","1.7","127443","9988","0.0","1.7","-","**","0.0","1.7","-","**","1.6","1.7","-","**","0.0","1.7","-","**","0.0","1.7","-","**","0.3","0.5","-","**","3.3","2.5","-","**","94.8","3.0","127045","10794","0.0","1.7","-","**","28.5","5.5","141442","21451","46.3","5.2","130057","24375","25.2","4.2","80046","16712","1068","86","135625","18131","50.7","7.6","142500","18462","49.3","7.6","111538","31618","88.1","5.9","143516","23796","6.6","4.0","103036","20883","5.3","4.5","69063","52757","253","84","-","**","58.1","21.5","27198","21938","52.6","19.9","26595","8185","5.5","6.8","-","**","41.9","21.5","131111","97129","25.3","12.9","-","**","16.6","22.0","-","**","20.5","(X)","(X)","(X)","22.4","(X)","(X)","(X)","12.6","(X)","(X)","(X)",
"1400000US42003473601","Census Tract 4736.01, Allegheny County, Pennsylvania","1593","89","107109","15644","90.6","5.1","104878","17084","5.2","4.5","-","**","0.0","1.4","-","**","4.1","2.3","109688","100500","0.0","1.4","-","**","0.0","1.4","-","**","0.0","1.4","-","**","2.8","3.0","250,000+","***","87.8","5.2","103506","12184","1.6","2.6","-","**","21.5","4.1","127857","41147","44.9","4.9","128304","17651","32.0","4.2","47000","36671","1110","89","128571","12091","46.6","5.4","121509","15825","53.4","5.4","137375","19977","85.3","4.3","136845","16848","12.4","4.2","81250","37759","2.3","2.1","66250","58034","483","99","34757","9865","60.2","12.5","31420","7836","58.4","12.8","30909","6745","1.9","2.8","-","**","39.8","12.5","-","**","39.8","12.5","-","**","0.0","4.5","-","**","29.4","(X)","(X)","(X)","32.0","(X)","(X)","(X)","23.6","(X)","(X)","(X)",
"1400000US42003473602","Census Tract 4736.02, Allegheny County, Pennsylvania","2092","103","85909","12572","92.0","2.1","77267","15534","1.0","1.5","-","**","0.0","1.1","-","**","6.6","2.4","250,000+","***","0.0","1.1","-","**","0.0","1.1","-","**","0.4","1.1","-","**","0.4","0.8","-","**","91.5","2.4","77625","15916","0.5","0.8","-","**","17.9","3.2","121680","17844","39.9","3.8","101635","21194","41.7","3.2","47857","10922","1249","114","111875","13978","42.2","6.5","119511","19866","57.8","6.5","109429","12856","88.1","5.2","120391","11299","10.9","4.8","62292","33293","1.0","1.7","-","**","843","153","38527","10206","68.4","8.9","28942","10089","68.4","8.9","28942","10089","0.0","2.6","-","**","31.6","8.9","70288","31894","27.3","9.0","52155","47551","4.3","4.7","-","**","33.6","(X)","(X)","(X)","23.9","(X)","(X)","(X)","47.9","(X)","(X)","(X)",
"1400000US42003474101","Census Tract 4741.01, Allegheny County, Pennsylvania","1329","46","94236","38970","88.8","2.8","92500","36343","0.7","1.0","-","**","0.0","1.7","-","**","8.6","2.7","-","**","0.0","1.7","-","**","0.0","1.7","-","**","2.0","1.9","250,000+","***","0.0","1.7","-","**","88.8","2.8","92500","36343","0.0","1.7","-","**","26.0","3.8","116607","56534","51.6","3.9","136071","22003","22.4","2.8","41719","19618","1019","69","132188","21575","48.7","5.5","167333","37866","51.3","5.5","82132","14273","91.4","3.5","143295","21829","7.0","3.0","43854","19765","1.7","1.9","-","**","310","75","30000","23381","60.3","15.1","-","**","56.8","15.5","26176","12386","3.5","5.5","-","**","39.7","15.1","-","**","33.2","14.2","-","**","6.5","8.9","-","**","25.5","(X)","(X)","(X)","26.2","(X)","(X)","(X)","23.2","(X)","(X)","(X)",
"1400000US42003474102","Census Tract 4741.02, Allegheny County, Pennsylvania","1349","66","105990","15177","96.8","1.9","105104","15175","0.0","1.7","-","**","0.4","0.7","-","**","2.2","1.5","241071","143434","0.0","1.7","-","**","0.0","1.7","-","**","0.6","0.9","-","**","0.3","0.6","-","**","96.5","2.0","105313","15065","0.0","1.7","-","**","24.2","5.3","95179","24245","45.3","4.5","137361","41598","30.5","5.0","52426","11127","1071","77","118565","13678","56.0","5.7","107292","8675","44.0","5.7","147396","53592","85.3","6.0","136389","39354","7.5","3.8","56250","21844","7.2","4.2","105221","37935","278","72","26538","13699","72.3","16.2","23906","9514","72.3","16.2","23906","9514","0.0","7.8","-","**","27.7","16.2","-","**","17.6","10.5","-","**","10.1","14.8","-","**","29.2","(X)","(X)","(X)","25.1","(X)","(X)","(X)","45.0","(X)","(X)","(X)",
"1400000US42003474201","Census Tract 4742.01, Allegheny County, Pennsylvania","900","35","109700","15732","95.7","2.8","108850","14748","0.0","2.5","-","**","0.0","2.5","-","**","4.1","2.7","183036","114550","0.0","2.5","-","**","0.0","2.5","-","**","0.2","0.5","-","**","0.0","2.5","-","**","95.7","2.8","108850","14748","0.7","0.9","-","**","19.1","4.2","107619","29933","50.7","4.7","147500","17746","29.6","5.5","82500","16164","721","54","134250","16678","47.6","5.7","136250","35722","52.4","5.7","133000","19635","93.3","3.1","138482","19434","5.3","2.7","-","**","1.4","1.5","-","**","179","49","29750","19506","55.9","17.5","26842","3978","53.1","17.6","26513","3058","2.8","3.6","-","**","44.1","17.5","-","**","44.1","17.5","-","**","0.0","11.8","-","**","31.1","(X)","(X)","(X)","31.8","(X)","(X)","(X)","27.4","(X)","(X)","(X)",
"1400000US42003474202","Census Tract 4742.02, Allegheny County, Pennsylvania","1822","73","122361","9046","93.9","3.1","121250","9502","0.0","1.2","-","**","0.0","1.2","-","**","5.2","2.9","142375","87182","0.0","1.2","-","**","0.0","1.2","-","**","0.9","1.1","-","**","1.0","1.3","-","**","92.8","3.3","121181","10178","0.0","1.2","-","**","20.8","2.6","125982","24804","42.5","3.1","174844","23886","36.7","3.3","76029","14002","1489","68","130781","15935","42.8","4.1","155163","24409","57.2","4.1","122941","17679","86.2","5.3","149038","18502","10.0","4.5","49132","28275","3.8","3.9","121643","18319","333","74","57986","23938","57.1","13.1","32813","11698","55.3","13.0","31875","10628","1.8","3.2","-","**","42.9","13.1","100341","27081","38.1","12.5","100114","27614","4.8","5.1","-","**","21.2","(X)","(X)","(X)","21.6","(X)","(X)","(X)","19.5","(X)","(X)","(X)",
"1400000US42003474203","Census Tract 4742.03, Allegheny County, Pennsylvania","1654","47","106500","6222","91.8","2.1","102969","7352","0.0","1.3","-","**","0.0","1.3","-","**","6.2","1.7","170278","67414","0.0","1.3","-","**","0.4","0.6","-","**","1.6","1.5","-","**","2.2","1.8","108125","63551","90.0","2.5","102250","7558","0.0","1.3","-","**","27.6","3.7","106181","6483","43.9","4.2","136591","6755","28.5","3.3","64200","7257","1344","74","121563","16131","52.4","5.5","130405","16766","47.6","5.5","109569","20578","89.7","4.2","128398","10219","8.6","3.6","53929","29139","1.7","1.7","-","**","310","68","62500","23556","61.3","13.9","63000","25311","56.1","13.5","62700","29237","5.2","5.8","-","**","38.7","13.9","60938","60889","20.0","10.6","-","**","18.7","11.3","-","**","25.5","(X)","(X)","(X)","25.1","(X)","(X)","(X)","24.8","(X)","(X)","(X)",
"1400000US42003475101","Census Tract 4751.01, Allegheny County, Pennsylvania","2277","125","60112","11253","93.1","3.5","57440","9809","2.9","2.9","20967","811","0.4","0.5","-","**","3.2","2.3","108958","40486","0.0","1.0","-","**","0.0","1.0","-","**","0.4","0.7","-","**","2.6","2.7","-","**","90.5","4.5","60545","9221","3.8","3.4","31136","28712","26.5","6.1","84961","20582","29.5","4.6","76985","9619","40.3","5.2","35745","7011","1158","113","85128","7766","34.8","6.6","87202","15963","65.2","6.6","81917","14652","80.1","6.3","95765","14387","12.3","6.1","54063","29622","7.5","5.5","-","**","1119","133","32178","9009","56.7","10.8","31667","9967","54.2","10.6","30980","10360","2.5","2.9","-","**","43.3","10.8","32419","24594","37.3","10.7","31632","8701","6.1","3.8","61484","1219","28.5","(X)","(X)","(X)","23.1","(X)","(X)","(X)","31.5","(X)","(X)","(X)",
"1400000US42003475102","Census Tract 4751.02, Allegheny County, Pennsylvania","645","36","72292","11296","94.7","4.1","72969","11315","0.0","3.4","-","**","0.0","3.4","-","**","3.1","3.4","-","**","0.0","3.4","-","**","0.6","0.9","-","**","1.6","1.6","-","**","0.6","0.9","-","**","94.7","4.1","72969","11315","0.0","3.4","-","**","25.4","3.8","68750","17125","40.9","4.1","106250","34956","33.6","3.6","49063","10764","479","43","86875","14106","37.0","5.9","97188","28745","63.0","5.9","82083","14813","84.3","6.6","106500","22499","14.6","6.3","32727","5865","1.0","1.9","-","**","166","45","50227","15265","69.9","13.9","44500","17179","66.9","14.1","43250","16192","3.0","4.4","-","**","30.1","13.9","51000","19956","20.5","12.6","36250","20387","9.6","9.8","-","**","26.2","(X)","(X)","(X)","23.6","(X)","(X)","(X)","33.7","(X)","(X)","(X)",
"1400000US42003475200","Census Tract 4752, Allegheny County, Pennsylvania","1885","76","75757","9008","99.1","1.0","75197","9016","0.0","1.2","-","**","0.0","1.2","-","**","0.5","0.8","-","**","0.0","1.2","-","**","0.0","1.2","-","**","0.4","0.6","-","**","1.3","1.3","-","**","97.8","1.8","75230","8798","0.0","1.2","-","**","25.8","3.9","87946","11741","38.8","4.0","94886","9054","35.4","3.4","53158","9550","1365","82","88527","7849","37.7","4.5","88571","16146","62.3","4.5","87431","12150","84.2","5.2","98191","5907","13.6","5.0","48393","23525","2.3","1.9","-","**","520","78","32059","14597","57.5","10.3","31250","9552","55.8","10.3","30588","7791","1.7","2.7","-","**","42.5","10.3","40509","32619","31.9","10.5","40278","30991","10.6","8.9","-","**","27.5","(X)","(X)","(X)","26.7","(X)","(X)","(X)","29.6","(X)","(X)","(X)",
"1400000US42003475301","Census Tract 4753.01, Allegheny County, Pennsylvania","1985","109","57674","9339","94.1","3.8","58507","9478","2.7","2.6","-","**","0.2","0.3","-","**","1.0","1.5","-","**","0.0","1.1","-","**","0.0","1.1","-","**","2.1","2.3","-","**","0.0","1.1","-","**","94.1","3.8","58507","9478","0.0","1.1","-","**","28.4","4.8","71172","24455","36.9","5.1","63750","12812","34.8","4.5","37000","5859","1323","136","70282","10518","33.1","7.4","77031","31529","66.9","7.4","69208","8771","72.6","9.6","82750","22952","20.5","8.1","55298","17641","6.9","5.0","51544","38282","662","157","32656","7806","51.4","15.0","35833","15824","45.6","15.4","28971","16930","5.7","6.3","-","**","48.6","15.0","31583","7029","46.1","15.3","30875","7007","2.6","3.9","-","**","26.3","(X)","(X)","(X)","24.9","(X)","(X)","(X)","29.2","(X)","(X)","(X)",
"1400000US42003475303","Census Tract 4753.03, Allegheny County, Pennsylvania","1574","48","80213","7062","97.7","2.0","80213","7127","1.3","1.4","-","**","0.0","1.4","-","**","0.4","0.8","-","**","0.0","1.4","-","**","0.0","1.4","-","**","0.6","0.9","-","**","1.3","1.4","-","**","97.0","2.3","80532","7031","0.0","1.4","-","**","20.7","3.8","86750","19874","46.6","4.0","104583","20868","32.7","3.3","40357","7233","1130","77","89487","11420","40.1","5.0","109076","13107","59.9","5.0","80848","11476","83.6","6.0","103220","21174","16.4","6.0","71979","23831","0.0","2.0","-","**","444","84","37500","4682","59.9","12.3","26410","3929","57.4","12.6","26058","2919","2.5","3.7","-","**","40.1","12.3","57833","32104","26.6","9.6","55114","27499","13.5","8.4","126250","85325","17.2","(X)","(X)","(X)","18.4","(X)","(X)","(X)","14.2","(X)","(X)","(X)",
"1400000US42003475304","Census Tract 4753.04, Allegheny County, Pennsylvania","2217","91","83311","10087","95.3","2.9","84408","10328","0.0","1.0","-","**","2.1","2.1","-","**","1.8","1.5","-","**","0.0","1.0","-","**","0.8","1.3","-","**","0.0","1.0","-","**","0.0","1.0","-","**","95.3","2.9","84408","10328","1.6","1.5","51250","49010","26.6","4.4","84821","21537","47.0","4.5","94557","11556","24.9","3.7","61786","14723","1663","113","94760","7306","36.7","4.7","92703","27938","63.3","4.7","96656","7953","84.7","6.5","103616","12096","9.7","4.8","55132","44823","5.5","4.8","41688","28130","554","126","46346","11772","59.2","11.8","41860","10226","53.6","12.9","41422","13965","5.6","6.2","-","**","40.8","11.8","73125","31803","35.9","12.3","60481","44546","4.9","5.5","-","**","25.2","(X)","(X)","(X)","26.5","(X)","(X)","(X)","21.1","(X)","(X)","(X)",
"1400000US42003475401","Census Tract 4754.01, Allegheny County, Pennsylvania","1589","66","71042","6571","99.5","0.7","70804","6374","0.3","0.6","-","**","0.0","1.4","-","**","0.0","1.4","-","**","0.0","1.4","-","**","0.0","1.4","-","**","0.2","0.3","-","**","0.7","1.1","-","**","98.8","1.3","70476","5379","0.2","0.3","-","**","24.6","4.2","90107","15741","39.5","4.4","91650","10470","35.7","3.1","33482","5360","1150","79","85273","7071","34.1","4.7","91778","11578","65.9","4.7","76719","13174","84.6","5.5","90361","6979","12.3","5.2","45926","6008","3.0","2.2","-","**","439","77","32847","12649","60.4","13.4","28406","5023","60.4","13.4","28406","5023","0.0","5.0","-","**","39.6","13.4","58472","13912","38.0","13.4","57986","13538","1.6","2.3","-","**","32.0","(X)","(X)","(X)","31.0","(X)","(X)","(X)","34.6","(X)","(X)","(X)",
"1400000US42003475402","Census Tract 4754.02, Allegheny County, Pennsylvania","1238","34","83868","9691","99.4","1.1","83679","8968","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.6","1.1","-","**","1.1","1.6","-","**","98.2","2.0","84009","10696","0.0","1.8","-","**","29.0","4.4","84315","19761","43.3","3.8","117586","13789","27.7","3.4","49922","6176","949","78","102721","19076","41.8","6.6","95486","31612","58.2","6.6","107143","16253","84.7","7.0","117222","14330","9.9","5.6","63333","15359","5.4","4.7","83831","4371","289","76","43472","11585","50.2","15.7","39345","21993","36.7","15.4","33889","16575","13.5","11.6","81438","38966","49.8","15.7","45000","18952","49.8","15.7","45000","18952","0.0","7.5","-","**","25.3","(X)","(X)","(X)","24.3","(X)","(X)","(X)","28.4","(X)","(X)","(X)",
