"GEO_ID","NAME","P009001","P009002","P009003","P009004","P009005","P009006","P009007","P009008","P009009","P009010","P009011","P009012","P009013","P009014","P009015","P009016","P009017","P009018","P009019","P009020","P009021","P009022","P009023","P009024","P009025","P009026","P009027","P009028","P009029","P009030","P009031","P009032","P009033","P009034","P009035","P009036","P009037","P009038","P009039","P009040","P009041","P009042","P009043","P009044","P009045","P009046","P009047","P009048","P009049","P009050","P009051","P009052","P009053","P009054","P009055","P009056","P009057","P009058","P009059","P009060","P009061","P009062","P009063","P009064","P009065","P009066","P009067","P009068","P009069","P009070","P009071","P009072","P009073",
"1400000US42003410000","Census Tract 4100, Allegheny County, Pennsylvania","1171","6","1165","1157","1137","6","0","11","2","1","8","8","2","1","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003411000","Census Tract 4110, Allegheny County, Pennsylvania","6915","152","6763","6693","6133","85","8","454","3","10","70","68","18","3","38","0","6","0","0","0","0","0","0","0","0","3","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003412001","Census Tract 4120.01, Allegheny County, Pennsylvania","8605","152","8453","8325","7075","106","15","1111","1","17","128","127","18","19","68","0","4","0","0","0","1","1","0","0","5","11","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003412002","Census Tract 4120.02, Allegheny County, Pennsylvania","4865","50","4815","4788","4455","41","0","282","6","4","27","25","3","1","11","2","1","0","0","0","0","0","0","0","0","7","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003413100","Census Tract 4131, Allegheny County, Pennsylvania","6609","115","6494","6437","5803","114","10","495","7","8","57","56","11","6","31","1","1","0","0","0","0","2","0","0","1","3","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003413201","Census Tract 4132.01, Allegheny County, Pennsylvania","3737","32","3705","3669","3474","47","4","139","0","5","36","28","7","5","11","0","4","0","0","0","0","0","0","0","0","1","0","8","3","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003413202","Census Tract 4132.02, Allegheny County, Pennsylvania","2866","29","2837","2807","2736","14","0","56","0","1","30","25","6","2","16","0","0","1","0","0","0","0","0","0","0","0","0","5","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003413300","Census Tract 4133, Allegheny County, Pennsylvania","4742","37","4705","4669","4444","46","5","167","0","7","36","34","9","3","12","1","0","1","1","0","3","0","0","4","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003413400","Census Tract 4134, Allegheny County, Pennsylvania","4339","32","4307","4268","3980","31","0","254","1","2","39","36","15","2","14","2","0","0","0","0","0","1","0","0","2","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003413500","Census Tract 4135, Allegheny County, Pennsylvania","6164","66","6098","6031","5485","211","6","324","1","4","67","60","18","7","25","0","0","1","1","0","0","0","0","0","0","8","0","6","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003414101","Census Tract 4141.01, Allegheny County, Pennsylvania","5358","27","5331","5298","5152","59","1","80","1","5","33","33","5","5","15","0","3","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003414102","Census Tract 4141.02, Allegheny County, Pennsylvania","7040","79","6961","6903","6598","83","5","207","0","10","58","55","16","10","17","3","6","0","0","0","0","0","0","0","3","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003414200","Census Tract 4142, Allegheny County, Pennsylvania","5965","42","5923","5880","5754","22","3","97","0","4","43","39","15","7","12","0","0","0","2","0","0","0","0","0","0","3","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003415001","Census Tract 4150.01, Allegheny County, Pennsylvania","4708","86","4622","4574","4199","71","7","288","0","9","48","45","3","18","16","0","3","0","1","0","0","0","0","0","0","4","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003415002","Census Tract 4150.02, Allegheny County, Pennsylvania","2545","33","2512","2497","2351","27","2","117","0","0","15","13","2","6","5","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003416000","Census Tract 4160, Allegheny County, Pennsylvania","1636","10","1626","1625","1621","3","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003417100","Census Tract 4171, Allegheny County, Pennsylvania","2145","9","2136","2125","2115","4","0","3","0","3","11","11","3","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003417200","Census Tract 4172, Allegheny County, Pennsylvania","1260","10","1250","1234","1215","15","1","1","0","2","16","15","5","3","6","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003418000","Census Tract 4180, Allegheny County, Pennsylvania","1746","10","1736","1729","1717","3","1","7","0","1","7","7","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003419000","Census Tract 4190, Allegheny County, Pennsylvania","2921","32","2889","2868","2828","18","1","20","1","0","21","21","5","5","7","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003420000","Census Tract 4200, Allegheny County, Pennsylvania","1432","12","1420","1405","1320","27","1","57","0","0","15","15","7","3","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003421100","Census Tract 4211, Allegheny County, Pennsylvania","4103","53","4050","4004","3748","14","2","235","0","5","46","46","10","3","23","0","1","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003421200","Census Tract 4212, Allegheny County, Pennsylvania","4304","72","4232","4203","3976","36","2","182","0","7","29","29","4","3","20","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003422000","Census Tract 4220, Allegheny County, Pennsylvania","5388","75","5313","5249","4883","45","2","307","3","9","64","63","10","2","44","1","0","0","1","0","0","0","0","0","0","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003423000","Census Tract 4230, Allegheny County, Pennsylvania","2801","52","2749","2714","2524","38","1","151","0","0","35","32","7","3","20","0","1","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003424000","Census Tract 4240, Allegheny County, Pennsylvania","3446","115","3331","3223","2929","225","5","59","1","4","108","101","65","14","4","0","2","11","0","0","5","0","0","0","0","0","0","7","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003425000","Census Tract 4250, Allegheny County, Pennsylvania","3451","65","3386","3342","3262","46","3","25","0","6","44","41","23","10","4","0","2","0","0","0","2","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003426300","Census Tract 4263, Allegheny County, Pennsylvania","6037","37","6000","5963","5894","39","2","24","2","2","37","37","7","14","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003426400","Census Tract 4264, Allegheny County, Pennsylvania","4581","30","4551","4508","4464","18","2","21","0","3","43","41","13","15","10","1","1","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003426700","Census Tract 4267, Allegheny County, Pennsylvania","2361","17","2344","2320","2228","22","0","69","0","1","24","20","6","5","7","0","0","1","0","0","0","0","0","0","1","0","0","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003426800","Census Tract 4268, Allegheny County, Pennsylvania","5369","59","5310","5280","5177","47","4","49","3","0","30","30","12","4","12","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003427000","Census Tract 4270, Allegheny County, Pennsylvania","3744","52","3692","3625","3461","140","10","9","0","5","67","60","36","13","6","0","3","1","1","0","0","0","0","0","0","0","0","7","3","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003427100","Census Tract 4271, Allegheny County, Pennsylvania","5510","48","5462","5415","5327","29","2","57","0","0","47","45","11","10","20","1","2","0","1","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003427200","Census Tract 4272, Allegheny County, Pennsylvania","4899","43","4856","4828","4729","48","6","44","0","1","28","26","14","5","6","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1400000US42003428100","Census Tract 4281, Allegheny County, Pennsylvania","1242","7","1235","1227","1211","3","10","3","0","0","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003428200","Census Tract 4282, Allegheny County, Pennsylvania","2091","7","2084","2075","2033","34","0","8","0","0","9","7","1","3","2","0","0","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003429100","Census Tract 4291, Allegheny County, Pennsylvania","2510","33","2477","2444","2290","103","1","46","1","3","33","30","14","6","10","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003429201","Census Tract 4292.01, Allegheny County, Pennsylvania","4310","55","4255","4207","3890","102","2","212","0","1","48","48","8","14","22","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003429202","Census Tract 4292.02, Allegheny County, Pennsylvania","4365","39","4326","4285","4143","51","2","87","2","0","41","28","6","3","16","0","3","0","0","0","0","0","0","0","0","0","0","7","0","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003429300","Census Tract 4293, Allegheny County, Pennsylvania","5644","42","5602","5569","5419","59","7","82","0","2","33","29","10","3","11","0","0","1","0","0","0","0","0","0","0","4","0","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003429400","Census Tract 4294, Allegheny County, Pennsylvania","4265","45","4220","4186","4121","35","4","21","0","5","34","34","8","7","12","0","0","1","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003429500","Census Tract 4295, Allegheny County, Pennsylvania","4212","74","4138","4105","3738","135","0","222","2","8","33","33","8","1","19","0","1","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003429600","Census Tract 4296, Allegheny County, Pennsylvania","3428","46","3382","3344","3125","121","7","78","0","13","38","38","10","8","10","3","0","0","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003429700","Census Tract 4297, Allegheny County, Pennsylvania","2371","16","2355","2335","2283","35","0","15","1","1","20","16","10","1","3","0","0","0","1","0","0","0","0","0","0","1","0","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003430100","Census Tract 4301, Allegheny County, Pennsylvania","2104","30","2074","2054","1990","53","1","9","0","1","20","18","12","2","3","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003430200","Census Tract 4302, Allegheny County, Pennsylvania","4667","38","4629","4550","4456","59","1","27","1","6","79","70","35","16","14","3","0","1","1","0","0","0","0","0","0","0","0","9","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003431100","Census Tract 4311, Allegheny County, Pennsylvania","3380","66","3314","3218","2816","366","1","26","1","8","96","92","56","8","13","0","1","9","3","0","0","1","0","0","1","0","0","4","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003431400","Census Tract 4314, Allegheny County, Pennsylvania","1902","24","1878","1832","1689","130","1","10","0","2","46","43","28","5","8","0","0","1","0","0","0","0","0","1","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003431500","Census Tract 4315, Allegheny County, Pennsylvania","3088","72","3016","2964","2657","241","2","54","2","8","52","47","23","9","8","0","1","1","4","0","1","0","0","0","0","0","0","5","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003432300","Census Tract 4323, Allegheny County, Pennsylvania","2121","22","2099","2055","1857","173","14","9","0","2","44","33","27","4","2","0","0","0","0","0","0","0","0","0","0","0","0","10","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003432400","Census Tract 4324, Allegheny County, Pennsylvania","2584","35","2549","2479","2229","229","1","16","0","4","70","61","37","11","5","0","1","7","0","0","0","0","0","0","0","0","0","9","7","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003434000","Census Tract 4340, Allegheny County, Pennsylvania","1781","19","1762","1738","1656","65","0","15","0","2","24","24","14","3","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003435000","Census Tract 4350, Allegheny County, Pennsylvania","2449","25","2424","2389","2229","108","0","41","0","11","35","35","16","5","12","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003437000","Census Tract 4370, Allegheny County, Pennsylvania","4757","81","4676","4631","4396","81","0","149","0","5","45","42","22","2","13","1","0","0","0","0","0","0","0","0","0","4","0","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003439000","Census Tract 4390, Allegheny County, Pennsylvania","1388","18","1370","1350","1292","37","1","18","2","0","20","17","2","0","15","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003445500","Census Tract 4455, Allegheny County, Pennsylvania","3827","70","3757","3692","3353","273","2","51","2","11","65","57","22","9","17","1","0","8","0","0","0","0","0","0","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003446000","Census Tract 4460, Allegheny County, Pennsylvania","1680","27","1653","1637","1608","17","0","12","0","0","16","16","7","1","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003447000","Census Tract 4470, Allegheny County, Pennsylvania","1634","34","1600","1576","1472","57","3","43","0","1","24","20","13","2","4","0","0","1","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003448000","Census Tract 4480, Allegheny County, Pennsylvania","1218","28","1190","1150","1036","90","0","18","0","6","40","30","19","1","7","0","0","3","0","0","0","0","0","0","0","0","0","10","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003449000","Census Tract 4490, Allegheny County, Pennsylvania","2640","36","2604","2581","2482","57","3","38","0","1","23","22","12","0","8","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003450700","Census Tract 4507, Allegheny County, Pennsylvania","3137","51","3086","3013","2769","210","6","14","7","7","73","68","40","8","7","4","3","0","4","1","1","0","0","0","0","0","0","5","0","1","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003450800","Census Tract 4508, Allegheny County, Pennsylvania","2540","53","2487","2387","1901","461","4","6","0","15","100","95","78","4","1","0","0","7","3","0","1","0","0","0","0","0","1","5","3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003451101","Census Tract 4511.01, Allegheny County, Pennsylvania","3639","47","3592","3545","3430","61","1","53","0","0","47","46","21","10","12","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003451102","Census Tract 4511.02, Allegheny County, Pennsylvania","5627","148","5479","5368","4694","465","4","173","0","32","111","100","63","10","12","1","1","5","3","0","0","0","2","0","2","1","0","10","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003451104","Census Tract 4511.04, Allegheny County, Pennsylvania","3590","49","3541","3500","3318","108","1","61","1","11","41","39","11","4","18","0","5","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003451105","Census Tract 4511.05, Allegheny County, Pennsylvania","4196","132","4064","3986","3555","213","9","198","0","11","78","73","33","8","18","0","3","1","2","0","0","1","0","0","0","7","0","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003451300","Census Tract 4513, Allegheny County, Pennsylvania","7133","112","7021","6923","6425","212","5","268","5","8","98","98","44","2","28","1","9","0","2","0","0","1","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003452000","Census Tract 4520, Allegheny County, Pennsylvania","5060","42","5018","4964","4824","97","3","37","0","3","54","52","29","5","13","0","0","2","3","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003453003","Census Tract 4530.03, Allegheny County, Pennsylvania","1893","19","1874","1857","1820","17","1","18","1","0","17","17","8","3","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003453004","Census Tract 4530.04, Allegheny County, Pennsylvania","6955","116","6839","6741","6120","310","9","290","2","10","98","89","42","7","21","4","3","0","4","0","0","0","0","0","0","8","0","9","5","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003455000","Census Tract 4550, Allegheny County, Pennsylvania","1459","10","1449","1433","1403","23","1","5","0","1","16","16","7","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003456001","Census Tract 4560.01, Allegheny County, Pennsylvania","3523","31","3492","3465","3333","53","1","70","0","8","27","25","12","5","7","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US42003456003","Census Tract 4560.03, Allegheny County, Pennsylvania","6101","53","6048","5975","5535","98","4","333","2","3","73","71","28","2","24","0","4","9","1","0","1","0","0","0","0","2","0","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
