"year","pf_id","facility","pollutant","tons_per_yr","ghg","hap","criteria","sulfur","current","lat","lon"
2011.0,737347.0,UNIV OF PGH APPLIED RESEARCH CTR/UPARC,"Particulate Matter < 10 Microns, Filterable",0.66,0,0,1,0,0,40.54472,-79.82861
2011.0,737347.0,UNIV OF PGH APPLIED RESEARCH CTR/UPARC,"Particulate Matter < 2.5 Microns, Filterable",0.66,0,0,1,0,0,40.54472,-79.82861
2011.0,737347.0,UNIV OF PGH APPLIED RESEARCH CTR/UPARC,"Particulate Matter, Condensable",1.07,0,0,1,0,0,40.54472,-79.82861
2011.0,737347.0,UNIV OF PGH APPLIED RESEARCH CTR/UPARC,Sulfur Oxides,0.05,0,0,1,0,0,40.54472,-79.82861
2011.0,737347.0,UNIV OF PGH APPLIED RESEARCH CTR/UPARC,Volatile Organic Compounds,0.48,0,0,1,0,0,40.54472,-79.82861
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Benzene,0.0,0,1,0,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Cadmium,0.0,0,1,0,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Carbon Monoxide,16.83,0,0,1,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Chromium,0.0,0,1,0,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Formaldehyde,0.02,0,1,0,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Hexane,0.76,0,1,0,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Lead,0.0001,0,1,1,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Naphthalene,0.0,0,1,0,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Nickel,0.0,0,1,0,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Nitrogen Oxides,4.86,0,0,1,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,"Particulate Matter < 10 Microns, Filterable",0.82,0,0,1,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,"Particulate Matter < 2.5 Microns, Filterable",0.82,0,0,1,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,"Particulate Matter, Condensable",1.29,0,0,1,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Sulfur Oxides,0.27,0,0,1,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Toluene,0.0,0,1,0,0,0,40.44417,-79.96667
2011.0,737258.0,UNIV OF PGH/CARRILLO ST STEAM PLT,Volatile Organic Compounds,2.39,0,0,1,0,0,40.44417,-79.96667
2011.0,737248.0,Universal Stainless & Alloy Products,Carbon Monoxide,114.5,0,0,1,0,1,40.365268,-80.097299
2011.0,737248.0,Universal Stainless & Alloy Products,Chromium,0.45,0,1,0,0,1,40.365268,-80.097299
2011.0,737248.0,Universal Stainless & Alloy Products,Lead,0.0205,0,1,1,0,1,40.365268,-80.097299
2011.0,737248.0,Universal Stainless & Alloy Products,Nickel,0.2,0,1,0,0,1,40.365268,-80.097299
2011.0,737248.0,Universal Stainless & Alloy Products,Nitrogen Oxides,60.06,0,0,1,0,1,40.365268,-80.097299
2011.0,737248.0,Universal Stainless & Alloy Products,"Particulate Matter < 10 Microns, Filterable",19.45,0,0,1,0,1,40.365268,-80.097299
2011.0,737248.0,Universal Stainless & Alloy Products,"Particulate Matter < 2.5 Microns, Filterable",14.35,0,0,1,0,1,40.365268,-80.097299
2011.0,737248.0,Universal Stainless & Alloy Products,"Particulate Matter, Condensable",24.72,0,0,1,0,1,40.365268,-80.097299
2011.0,737248.0,Universal Stainless & Alloy Products,Sulfur Oxides,14.24,0,0,1,0,1,40.365268,-80.097299
2011.0,737248.0,Universal Stainless & Alloy Products,Volatile Organic Compounds,29.61,0,0,1,0,1,40.365268,-80.097299
2011.0,737249.0,University of Pittsburgh Main Campus,Carbon Monoxide,4.12,0,0,1,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,Formaldehyde,0.0,0,1,0,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,Glycol Ethers,0.0,0,1,0,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,Hexane,0.06,0,1,0,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,Methanol,0.03,0,1,0,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,Nitrogen Oxides,5.96,0,0,1,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,"Particulate Matter < 10 Microns, Filterable",0.24,0,0,1,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,"Particulate Matter < 2.5 Microns, Filterable",0.24,0,0,1,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,"Particulate Matter, Condensable",0.22,0,0,1,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,Sulfur Oxides,0.3,0,0,1,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,Toluene,0.06,0,1,0,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,Volatile Organic Compounds,4.12,0,0,1,0,1,40.44278,-79.95944
2011.0,737249.0,University of Pittsburgh Main Campus,Xylenes (Isomers And Mixture),0.01,0,1,0,0,1,40.44278,-79.95944
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,Ammonia,0.48,0,0,1,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,Carbon Monoxide,12.24,0,0,1,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,Chromium,0.0,0,1,0,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,Formaldehyde,0.0,0,1,0,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,Hexane,0.28,0,1,0,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,Methane,0.34,1,0,0,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,Nickel,0.0,0,1,0,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,Nitrogen Oxides,14.6,0,0,1,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,"Particulate Matter < 10 Microns, Filterable",0.44,0,0,1,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,"Particulate Matter < 2.5 Microns, Filterable",0.44,0,0,1,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,"Particulate Matter, Condensable",0.51,0,0,1,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,Sulfur Oxides,0.08,0,0,1,0,1,40.466497,-79.953045
2011.0,737376.0,UPMC Children's Hospital of Pittsburgh,Volatile Organic Compounds,0.8,0,0,1,0,1,40.466497,-79.953045
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,Ammonia,0.23,0,0,1,0,0,40.436111,-79.961389
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,Benzene,0.0,0,1,0,0,0,40.436111,-79.961389
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,Carbon Monoxide,6.57,0,0,1,0,0,40.436111,-79.961389
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,Formaldehyde,0.0,0,1,0,0,0,40.436111,-79.961389
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,Hexane,0.12,0,1,0,0,0,40.436111,-79.961389
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,Nitrogen Oxides,8.95,0,0,1,0,0,40.436111,-79.961389
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,"Particulate Matter < 10 Microns, Filterable",0.34,0,0,1,0,0,40.436111,-79.961389
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,"Particulate Matter < 2.5 Microns, Filterable",0.34,0,0,1,0,0,40.436111,-79.961389
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,"Particulate Matter, Condensable",0.23,0,0,1,0,0,40.436111,-79.961389
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,Sulfur Oxides,0.13,0,0,1,0,0,40.436111,-79.961389
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,Toluene,0.0,0,1,0,0,0,40.436111,-79.961389
2011.0,737265.0,UPMC MAGEE HOSP/MED SVC FOR WOMEN,Volatile Organic Compounds,1.9,0,0,1,0,0,40.436111,-79.961389
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Ammonia,0.02,0,0,1,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Benzene,0.0,0,1,0,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Carbon Monoxide,2.84,0,0,1,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Ethylene Oxide,0.01,0,1,0,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Formaldehyde,0.11,0,1,0,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Hexane,0.06,0,1,0,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Methane,0.08,1,0,0,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Methanol,0.01,0,1,0,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Nitrogen Oxides,3.6,0,0,1,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,"Particulate Matter < 10 Microns, Filterable",0.08,0,0,1,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,"Particulate Matter < 2.5 Microns, Filterable",0.08,0,0,1,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,"Particulate Matter, Condensable",0.1,0,0,1,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Sulfur Oxides,0.04,0,0,1,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Toluene,0.0,0,1,0,0,0,40.353889,-79.849444
2011.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Volatile Organic Compounds,2.99,0,0,1,0,0,40.353889,-79.849444
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,Acetaldehyde,0.0,0,1,0,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,Ammonia,0.23,0,0,1,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,Benzene,0.0,0,1,0,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,Carbon Monoxide,6.44,0,0,1,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,Formaldehyde,0.0,0,1,0,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,Hexane,0.14,0,1,0,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,Methane,0.08,1,0,0,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,Nitrogen Oxides,8.77,0,0,1,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,"Particulate Matter < 10 Microns, Filterable",1.33,0,0,1,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,"Particulate Matter < 2.5 Microns, Filterable",1.33,0,0,1,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,"Particulate Matter, Condensable",0.25,0,0,1,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,Sulfur Oxides,0.14,0,0,1,0,0,40.573611,-80.012222
2011.0,740335.0,UPMC PASSAVANT HOSP/MCCANDLESS,Volatile Organic Compounds,0.49,0,0,1,0,0,40.573611,-80.012222
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,Ammonia,0.04,0,0,1,0,0,40.4551,-79.9403
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,Benzene,0.01,0,1,0,0,0,40.4551,-79.9403
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,Carbon Monoxide,9.88,0,0,1,0,0,40.4551,-79.9403
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,Formaldehyde,0.0,0,1,0,0,0,40.4551,-79.9403
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,Hexane,0.21,0,1,0,0,0,40.4551,-79.9403
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,Methane,0.0,1,0,0,0,0,40.4551,-79.9403
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,Nitrogen Oxides,7.23,0,0,1,0,0,40.4551,-79.9403
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,"Particulate Matter < 10 Microns, Filterable",0.23,0,0,1,0,0,40.4551,-79.9403
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,"Particulate Matter < 2.5 Microns, Filterable",0.23,0,0,1,0,0,40.4551,-79.9403
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,"Particulate Matter, Condensable",0.36,0,0,1,0,0,40.4551,-79.9403
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,Sulfur Oxides,0.53,0,0,1,0,0,40.4551,-79.9403
2011.0,737330.0,UPMC SHADYSIDE/HOSP MED CTR,Volatile Organic Compounds,0.67,0,0,1,0,0,40.4551,-79.9403
2011.0,737378.0,UPMC SOUTHSIDE/PGH,Ammonia,0.0,0,0,1,0,0,40.427222,-79.978056
2011.0,737378.0,UPMC SOUTHSIDE/PGH,Carbon Monoxide,1.29,0,0,1,0,0,40.427222,-79.978056
2011.0,737378.0,UPMC SOUTHSIDE/PGH,Formaldehyde,0.0,0,1,0,0,0,40.427222,-79.978056
2011.0,737378.0,UPMC SOUTHSIDE/PGH,Hexane,0.03,0,1,0,0,0,40.427222,-79.978056
2011.0,737378.0,UPMC SOUTHSIDE/PGH,Nitrogen Oxides,1.55,0,0,1,0,0,40.427222,-79.978056
2011.0,737378.0,UPMC SOUTHSIDE/PGH,"Particulate Matter < 10 Microns, Filterable",0.19,0,0,1,0,0,40.427222,-79.978056
2011.0,737378.0,UPMC SOUTHSIDE/PGH,"Particulate Matter < 2.5 Microns, Filterable",0.19,0,0,1,0,0,40.427222,-79.978056
2011.0,737378.0,UPMC SOUTHSIDE/PGH,"Particulate Matter, Condensable",0.05,0,0,1,0,0,40.427222,-79.978056
2011.0,737378.0,UPMC SOUTHSIDE/PGH,Sulfur Oxides,0.02,0,0,1,0,0,40.427222,-79.978056
2011.0,737378.0,UPMC SOUTHSIDE/PGH,Volatile Organic Compounds,0.09,0,0,1,0,0,40.427222,-79.978056
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,Ammonia,0.15,0,0,1,0,0,40.489722,-79.896667
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,Benzene,0.0,0,1,0,0,0,40.489722,-79.896667
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,Carbon Monoxide,3.14,0,0,1,0,0,40.489722,-79.896667
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,Formaldehyde,0.0,0,1,0,0,0,40.489722,-79.896667
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,Hexane,0.06,0,1,0,0,0,40.489722,-79.896667
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,Methane,0.1,1,0,0,0,0,40.489722,-79.896667
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,Nitrogen Oxides,3.49,0,0,1,0,0,40.489722,-79.896667
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,"Particulate Matter < 10 Microns, Filterable",0.09,0,0,1,0,0,40.489722,-79.896667
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,"Particulate Matter < 2.5 Microns, Filterable",0.09,0,0,1,0,0,40.489722,-79.896667
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,"Particulate Matter, Condensable",0.13,0,0,1,0,0,40.489722,-79.896667
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,Sulfur Oxides,0.05,0,0,1,0,0,40.489722,-79.896667
2011.0,739936.0,UPMC ST MARGARET HOSP/PGH,Volatile Organic Compounds,0.31,0,0,1,0,0,40.489722,-79.896667
2011.0,737397.0,UPMC/OAKLAND CAMPUS,Ammonia,0.01,0,0,1,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,Carbon Monoxide,0.27,0,0,1,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,Ethylene Oxide,0.05,0,1,0,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,Formaldehyde,0.0,0,1,0,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,Hydrochloric Acid,0.73,0,1,0,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,Hydrogen Fluoride (Hydrofluoric Acid),0.0,0,1,0,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,Lead,0.0016,0,1,1,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,Mercury,0.0023,0,1,0,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,Nitrogen Oxides,0.34,0,0,1,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,"Particulate Matter < 10 Microns, Filterable",0.11,0,0,1,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,"Particulate Matter < 2.5 Microns, Filterable",0.11,0,0,1,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,"Particulate Matter, Condensable",0.02,0,0,1,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,Sulfur Oxides,0.93,0,0,1,0,0,40.441667,-79.96
2011.0,737397.0,UPMC/OAKLAND CAMPUS,Volatile Organic Compounds,0.83,0,0,1,0,0,40.441667,-79.96
2011.0,737391.0,US STEEL TOWER/PGH,Ammonia,0.24,0,0,1,0,0,40.441341,-79.994775
2011.0,737391.0,US STEEL TOWER/PGH,Carbon Monoxide,6.47,0,0,1,0,0,40.441341,-79.994775
2011.0,737391.0,US STEEL TOWER/PGH,Formaldehyde,0.0,0,1,0,0,0,40.441341,-79.994775
2011.0,737391.0,US STEEL TOWER/PGH,Hexane,0.13,0,1,0,0,0,40.441341,-79.994775
2011.0,737391.0,US STEEL TOWER/PGH,Nitrogen Oxides,8.04,0,0,1,0,0,40.441341,-79.994775
2011.0,737391.0,US STEEL TOWER/PGH,"Particulate Matter < 10 Microns, Filterable",0.14,0,0,1,0,0,40.441341,-79.994775
2011.0,737391.0,US STEEL TOWER/PGH,"Particulate Matter < 2.5 Microns, Filterable",0.14,0,0,1,0,0,40.441341,-79.994775
2011.0,737391.0,US STEEL TOWER/PGH,"Particulate Matter, Condensable",0.23,0,0,1,0,0,40.441341,-79.994775
2011.0,737391.0,US STEEL TOWER/PGH,Sulfur Oxides,0.06,0,0,1,0,0,40.441341,-79.994775
2011.0,737391.0,US STEEL TOWER/PGH,Volatile Organic Compounds,0.44,0,0,1,0,0,40.441341,-79.994775
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Acrylonitrile,0.14,0,1,0,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Carbon Monoxide,15.97,0,0,1,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Chloroethene (vinyl chloride),0.19,0,1,0,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,"Ethylidene Dichloride (1,1-Dichloroethane)",0.1,0,1,0,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Hexane,0.24,0,1,0,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Hydrochloric Acid,1.73,0,1,0,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Methylene Chloride (Dichloromethane),0.51,0,1,0,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Nitrogen Oxides,38.32,0,0,1,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,"Particulate Matter < 10 Microns, Filterable",16.03,0,0,1,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,"Particulate Matter < 2.5 Microns, Filterable",16.03,0,0,1,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,"Particulate Matter, Condensable",1.88,0,0,1,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Sulfur Oxides,5.89,0,0,1,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Tetrachloroethylene (Perchloroethylene),0.26,0,1,0,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Trichloroethylene,0.16,0,1,0,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Volatile Organic Compounds,11.57,0,0,1,0,1,40.4075,-79.79444
2011.0,737280.0,USA Waste - Monroeville Landfill Chambers,Xylenes (Isomers And Mixture),0.54,0,1,0,0,1,40.4075,-79.79444
2011.0,737335.0,VA MED CTR/ASPINWALL,Ammonia,0.1,0,0,1,0,0,40.495,-79.888
2011.0,737335.0,VA MED CTR/ASPINWALL,Carbon Monoxide,2.69,0,0,1,0,0,40.495,-79.888
2011.0,737335.0,VA MED CTR/ASPINWALL,Formaldehyde,0.0,0,1,0,0,0,40.495,-79.888
2011.0,737335.0,VA MED CTR/ASPINWALL,Hexane,0.05,0,1,0,0,0,40.495,-79.888
2011.0,737335.0,VA MED CTR/ASPINWALL,Methane,0.08,1,0,0,0,0,40.495,-79.888
2011.0,737335.0,VA MED CTR/ASPINWALL,Nitrogen Oxides,3.74,0,0,1,0,0,40.495,-79.888
2011.0,737335.0,VA MED CTR/ASPINWALL,"Particulate Matter < 10 Microns, Filterable",0.79,0,0,1,0,0,40.495,-79.888
2011.0,737335.0,VA MED CTR/ASPINWALL,"Particulate Matter < 2.5 Microns, Filterable",0.79,0,0,1,0,0,40.495,-79.888
2011.0,737335.0,VA MED CTR/ASPINWALL,"Particulate Matter, Condensable",0.1,0,0,1,0,0,40.495,-79.888
2011.0,737335.0,VA MED CTR/ASPINWALL,Sulfur Oxides,0.02,0,0,1,0,0,40.495,-79.888
2011.0,737335.0,VA MED CTR/ASPINWALL,Volatile Organic Compounds,0.19,0,0,1,0,0,40.495,-79.888
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Ammonia,0.17,0,0,1,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Benzene,0.0,0,1,0,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Carbon Monoxide,4.4,0,0,1,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Formaldehyde,0.0,0,1,0,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Hexane,0.09,0,1,0,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Methane,0.12,1,0,0,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Methanol,0.21,0,1,0,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Nickel,0.0,0,1,0,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Nitrogen Oxides,5.44,0,0,1,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,"Particulate Matter < 10 Microns, Filterable",1.57,0,0,1,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,"Particulate Matter < 2.5 Microns, Filterable",1.57,0,0,1,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,"Particulate Matter, Condensable",0.16,0,0,1,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Sulfur Oxides,0.03,0,0,1,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Toluene,0.0,0,1,0,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Volatile Organic Compounds,2.52,0,0,1,0,0,40.480317,-79.895345
2011.0,737322.0,VA MED CTR/HIGHLAND DR FACIL,Xylenes (Isomers And Mixture),0.48,0,1,0,0,0,40.480317,-79.895345
2011.0,739656.0,VALLEY NATL GASES WV LLC/WEST MIFFLIN,Carbon Monoxide,0.1,0,0,1,0,0,40.362954,-79.89837
2011.0,739656.0,VALLEY NATL GASES WV LLC/WEST MIFFLIN,Nitrogen Oxides,0.11,0,0,1,0,0,40.362954,-79.89837
2011.0,739656.0,VALLEY NATL GASES WV LLC/WEST MIFFLIN,"Particulate Matter < 10 Microns, Filterable",0.02,0,0,1,0,0,40.362954,-79.89837
2011.0,739656.0,VALLEY NATL GASES WV LLC/WEST MIFFLIN,"Particulate Matter < 2.5 Microns, Filterable",0.02,0,0,1,0,0,40.362954,-79.89837
2011.0,739656.0,VALLEY NATL GASES WV LLC/WEST MIFFLIN,"Particulate Matter, Condensable",0.04,0,0,1,0,0,40.362954,-79.89837
2011.0,739656.0,VALLEY NATL GASES WV LLC/WEST MIFFLIN,Sulfur Oxides,0.0,0,0,1,0,0,40.362954,-79.89837
2011.0,739656.0,VALLEY NATL GASES WV LLC/WEST MIFFLIN,Volatile Organic Compounds,8.15,0,0,1,0,0,40.362954,-79.89837
2011.0,737340.0,VALSPAR CORP/PGH,Ammonia,0.09,0,0,1,0,0,40.473235,-80.043143
2011.0,737340.0,VALSPAR CORP/PGH,Carbon Monoxide,2.56,0,0,1,0,0,40.473235,-80.043143
2011.0,737340.0,VALSPAR CORP/PGH,Formaldehyde,0.03,0,1,0,0,0,40.473235,-80.043143
